TransactionID,CustomerID,TransactionDate,TransactionAmount__INR,transaction_type,channel,currency,iban,status,notes,timestamp_ms
txn1027,1057,20220613,TND 378114.09,UNKNOWN,swift,?,,REFUSED,Transaction 27 — produit islamique,1651709517000
TXN1248,C1180,?,  136820.31  ,TRANSFER,guichet,dinars,IBAN_INVALIDE,annulé,Transaction 248 — produit islamique,N/A
TXN1272,C1070,#NA,  481532.26  ,retrait,,EUR,,1,Transaction 272 — produit islamique,nil
txn1179, C1018 ,2006-03-08,"250288.64,",credit,MOBILE,DT,#NA,En_Attente,Transaction 179 — produit islamique,nil
TXN1238,c1091,1990/10/02,NULL,virement,GUICHET,dinars,IBAN_INVALIDE,pending,Transaction 238 — produit islamique,1699455261
TXN1271,C1132,1985-09,351840,DEPOT,GUICHET,USD,TN5992482293351034,pending,Transaction 271 — produit islamique,1628466025
txn1091,c1187,1989-03,486077,RETRAIT,MOBILE,USD,TN5910350391831024,En_Attente,Transaction 91 — produit islamique,1679836498
1225,C1088,  2004-12-28  ,452257.78,VIREMENT,swift,DINAR,TN59 8780 85341065 93,REFUSED,#NA,1710544324000
TXN1015,C01109,20080212,TND 43460.21,VIREMENT,internet,DINAR,TN59 4164 33554528 88,refusé,NULL,1726394354000
TXN1160, C1098 ,17/05/14,$286054.42,retrait,guichet,TND,TN59 5687 81891508 54,annulé, ,1729771667
 TXN1194 ,1169,12-01-2014,164397.55 TND,débit,GUICHET,Tnd,None,pending,Transaction 194 — produit islamique,#NA
TXN1086,C01109,12-06-1992,69703.56 TND,Virement,N/A,XAU,TN5995889513683114,0,Transaction 86 — produit islamique,?
TXN1158,C01117,22-07-1985,350236.02 TND,depot,internet,dinars,IBAN_INVALIDE,refusé,Transaction 158 — produit islamique,missing
1153,C1015,  1991-10-13  ,348265.83,UNKNOWN,app,tnd,IBAN_INVALIDE,,Transaction 153 — produit islamique,1752989298000
TXN1023,C1172,2021-03-13,"361667.71,",ijara_loyer,ATM,tnd,IBAN_INVALIDE,VALIDÉ,Transaction 23 — produit islamique,N/A
TXN1284,c1179,na,  182602.49  ,depot,N/A,Tnd,NIL,0,Transaction 284 — produit islamique,N/A
TXN1040,C01141,14/03/11,$360033.97,débit,GUICHET,TND,TN59 6126 65556767 15,pending,None,1723331348
TXN1063,C1188,20160305,TND 245554.56,RETRAIT,,tnd,IBAN_INVALIDE,1,Transaction 63 — produit islamique,1710920903000
TXN1022, C1130 ,2004/12/25,None,murabaha_paiement,agence,EUR,,validé,Transaction 22 — produit islamique,1638222261
txn1283,c1067,1995-08,235725,dépôt,,tnd,IBAN_INVALIDE,1,Transaction 283 — produit islamique,1683896924
TXN1127,C1175,2013-04,42111,VIREMENT,guichet,?,,annulé,Transaction 127 — produit islamique,1706519541
TXN1039,C1184,20060123,TND 419881.62,credit,guichet,DT,NULL,annulé,Transaction 39 — produit islamique,1676485834000
TXN1264,C1142,23/08/2006,185169.46,débit,agence,Tnd,MISSING,validé,Transaction 264 — produit islamique,1646137800000
 TXN1274 ,C01197,1995/11/30,-,murabaha_paiement,app,Tnd,UNKNOWN,,Transaction 274 — produit islamique,1652824992
1121, C1074 ,09/16/1996,"463,028.37",ijara_loyer,agence,USD,TN5928399486214728,validé,Transaction 121 — produit islamique,1688418690
TXN1176,1121,na,  253706.70  ,murabaha_paiement,agence,XAU,TN5999835832203392,validé,Transaction 176 — produit islamique,?
TXN1294,C1024,"November 12, 1987",274262.030000,virement,,Tnd,NULL,1,Transaction 294 — produit islamique,1669423943000
txn1035,C1084,2014-01-04,"461120.83,",RETRAIT,mobile,DINAR,TN59 9683 27997624 59,en_attente,null,MISSING
 TXN1010 ,C1104,2014/04/15,nan,TRANSFER,app,TND,TN59 2647 28450513 10,,-,1698889426
 TXN1002 ,C1004,13-10-2004,209448.27 TND,Virement,mobile,EUR,,en_attente,Transaction 2 — produit islamique,ND
txn1267,C1022,19871116,TND 110962.95,VIREMENT,MOBILE,?,,En_Attente,Transaction 267 — produit islamique,1765861308000
 TXN1202 ,C1164,2001/12/26,null,retrait,internet,EUR,,refusé,Transaction 202 — produit islamique,1652758913
TXN1263,C1166,2011-04-05,"130725.32,",credit,app,tnd,IBAN_INVALIDE,,Transaction 263 — produit islamique,NIL
TXN1030,C1055,"November 3, 2018",28316.370000,Virement,,TND,TN59 1797 42847661 15,1,n/a,1713138926000
TXN01149,C1024,1987,285927.73€,ijara_loyer,guichet,DT,NaN,annulé,Transaction 149 — produit islamique,UNKNOWN
TXN1070,C01173,2011/05/28,na,virement,internet,TND,TN59 4621 69831384 57,refusé,,1646403302
txn1203,C1030,2018-06-06,"8982.79,",RETRAIT,swift,tnd,IBAN_INVALIDE,REFUSED,Transaction 203 — produit islamique,NIL
 TXN1042 ,C1184,"July 8, 2009",92105.480000,virement,N/A,EUR,,0,Transaction 42 — produit islamique,1760230414000
TXN01149,C1024,1987,285927.73€,ijara_loyer,guichet,DT,NaN,annulé,Transaction 149 — produit islamique,UNKNOWN
TXN1166,C1092,2016/08/10,?,débit,ATM,XAU,TN5974235672918020,VALIDÉ,Transaction 166 — produit islamique,1651383485
TXN1222, C1146 ,"September 5, 2009",36533.110000,débit,mobile,EUR,,en_attente,Transaction 222 — produit islamique,1690671553000
TXN1120,C1148,15/04/1989,66843.57,murabaha_paiement,app,TND,TN59 4792 79760901 62,,nil,1755909025000
1057, C1026 ,  1986-03-07  ,177021.75,VIREMENT,mobile,?,,en_attente,Transaction 57 — produit islamique,1688907577000
TXN1004,C1044,15/08/05,$171229.28,depot,internet,Tnd,NA,refusé,Transaction 4 — produit islamique,1705031997
 TXN1026 ,1169,11-03-2009,326801.70 TND,débit,internet,XAU,TN5921293082406487,refusé,Transaction 26 — produit islamique,NULL
TXN1184,C1150,29/06/92,$411939.53,Virement,,Tnd,missing,1,Transaction 184 — produit islamique,1697927688
TXN1279,C01173,20141005,TND 306952.10,UNKNOWN,internet,DT,null,refusé,Transaction 279 — produit islamique,1630645373000
TXN1152,1097,NONE,  222943.06  ,débit,N/A,EUR,,0,Transaction 152 — produit islamique,undefined
TXN1246,c1187,"September 9, 2006",20305.870000,murabaha_paiement,internet,XAU,TN5930577049740441,refusé,Transaction 246 — produit islamique,1645095737000
1129,1185,  2002-09-20  ,14838.20,dépôt,,DT,NIL,1,Transaction 129 — produit islamique,1661464428000
TXN01285,1097,  1993-10-18  ,400038.73,DEPOT,app,DINAR,TN59 8384 34144323 83,,None,1649029692000
TXN1276,1137,09/06/1985,416105.30,TRANSFER,ATM,XAU,TN5959696875222701,VALIDÉ,Transaction 276 — produit islamique,1698877469000
TXN01021,C1140,  2007-09-04  ,-286393.57,RETRAIT,app,USD,TN5918689200772922,,Transaction 21 — produit islamique,1731828573000
1081, C1098 ,  2010-03-11  ,326569.57,credit,internet,USD,TN5929213470094493,refusé,Transaction 81 — produit islamique,1643999518000
TXN01165,C1199,  2023-03-10  ,439678.36,credit,agence,DINAR,TN59 9442 31336920 18,validé,NONE,1724251636000
txn1251,C1038,1993-05-21,"181175.25,",UNKNOWN,N/A,USD,TN5949520757803199,0,Transaction 251 — produit islamique,?
TXN1199,c1171,2000-03,261599,dépôt,ATM,DT,NaN,VALIDÉ,Transaction 199 — produit islamique,1750429812
 TXN1242 ,C1160,06-06-1988,37792.44 TND,depot,agence,EUR,,validé,Transaction 242 — produit islamique,missing
 TXN1106 ,1137,2009/02/12,null,murabaha_paiement,GUICHET,XAU,TN5921598139467549,pending,Transaction 106 — produit islamique,1692806182
 TXN1266 ,C1175,15-09-2016,80452.93 TND,virement,mobile,XAU,TN5996417106702336,en_attente,Transaction 266 — produit islamique,
TXN1048,1121,09/07/1987,4824.14,retrait,internet,dinars,IBAN_INVALIDE,refusé,Transaction 48 — produit islamique,1753800293000
txn1235,C1100,2009-02,473495,credit,internet,DINAR,TN59 3316 26540343 15,refusé,nan,1683694205
TXN01101,c1155,1997,470645.49€,dépôt,mobile,USD,TN5994445933277954,en_attente,Transaction 101 — produit islamique,nd
1017,C1092,2016,31155.95€,dépôt,guichet,?,,annulé,Transaction 17 — produit islamique,undefined
TXN1126, C1026 ,"January 23, 2021",69982.540000,virement,swift,XAU,TN5923328356628382,REFUSED,Transaction 126 — produit islamique,1759441985000
 TXN1226 ,1065,2009/03/27,missing,Virement,guichet,XAU,TN5925959862195786,annulé,Transaction 226 — produit islamique,1675344146
TXN01197,C1112,1993,189937.41€,VIREMENT,app,?,,,Transaction 197 — produit islamique,#NA
TXN1127,C1175,2013-04,42111,VIREMENT,guichet,?,,annulé,Transaction 127 — produit islamique,1706519541
TXN1062,C1076,21-05-1999,473644.73 TND,retrait,GUICHET,EUR,,pending,Transaction 62 — produit islamique,UNKNOWN
TXN1006,C1184,"April 8, 1997",61024.870000,retrait,guichet,XAU,TN5988882867456570,annulé,Transaction 6 — produit islamique,1630184488000
txn1195,C01029,20021224,TND 481158.73,UNKNOWN,,DINAR,TN59 5395 22475714 57,1,?,1672456467000
TXN1128,C1032,?,  404462.72  ,Virement,GUICHET,dinars,IBAN_INVALIDE,pending,Transaction 128 — produit islamique, 
 TXN1098 ,C1192,22-12-1990,496470.78 TND,virement,app,dinars,IBAN_INVALIDE,,Transaction 98 — produit islamique,null
TXN1092, C1082 ,n/a,  168943.80  ,murabaha_paiement,internet,EUR,,refusé,Transaction 92 — produit islamique,None
TXN1240,C1056,12/12/2016,320455.19,Virement,N/A,TND,TN59 6971 52457517 64,0,?,1679497390000
TXN1278,C1188,10-11-1995,103468.64 TND,débit,MOBILE,dinars,IBAN_INVALIDE,En_Attente,Transaction 278 — produit islamique,?
TXN1036, C1018 ,10/06/1993,380872.04,murabaha_paiement,MOBILE,XAU,TN5994853972223753,En_Attente,Transaction 36 — produit islamique,1625980896000
TXN1200,C01173,nil,  74412.36  ,depot,mobile,TND,TN59 8091 98813650 41,en_attente,MISSING,#NA
TXN1136,C1048,14/07/22,$440825.02,TRANSFER,internet,XAU,TN5929999788401601,refusé,Transaction 136 — produit islamique,1630470714
TXN1028,C1088,17/12/91,$94321.38,virement,guichet,dinars,IBAN_INVALIDE,annulé,Transaction 28 — produit islamique,1745704676
 TXN1074 ,C01109,23-09-2005,398898.12 TND,depot,,Tnd,MISSING,1,Transaction 74 — produit islamique,NONE
1041,C1167,2015,128737.65€,UNKNOWN,,USD,TN5980271015332227,1,Transaction 41 — produit islamique,UNKNOWN
1169,C1054,12/06/1994,"112,633.51",VIREMENT,internet,DT,-,refusé,Transaction 169 — produit islamique,1703764607
TXN1016, C1066 ,17/03/02,$223423.09,Virement,swift,XAU,TN5944913513521334,REFUSED,Transaction 16 — produit islamique,1687513061
TXN01237,C1192,  2009-08-15  ,322372.79,UNKNOWN,guichet,?,,annulé,Transaction 237 — produit islamique,1697974698000
TXN1190,C1072,1990/02/11,nan,murabaha_paiement,MOBILE,TND,TN59 7862 24081350 75,En_Attente,#NA,1722376363
TXN1255,c1123,19920826,TND 415198.75,dépôt,mobile,DINAR,TN59 5644 21508969 37,en_attente,None,1619593299000
TXN1159,C1150,20190108,TND 462471.59,DEPOT,swift,DT,#N/A,REFUSED,Transaction 159 — produit islamique,1748886765000
TXN1215,c1171,1987-07-17,"133562.44,",DEPOT,guichet,DINAR,TN59 9564 24290224 13,annulé,NONE,n/a
TXN1175,c1099,2018-01,291553,RETRAIT,app,DINAR,TN59 9148 49675382 43,,?,1725016216
TXN1111,c1067,20161214,TND 313803.66,UNKNOWN,ATM,USD,TN5983724281783609,VALIDÉ,Transaction 111 — produit islamique,1653804956000
TXN1252, C1122 ,28/06/2006,295436.37,virement,app,EUR,,,Transaction 252 — produit islamique,1665696263000
TXN1007, C1010 ,1997-11,39606,RETRAIT,GUICHET,?,,pending,Transaction 7 — produit islamique,1707157525
TXN1112,C1040,11/06/96,$51542.17,virement,mobile,EUR,,en_attente,Transaction 112 — produit islamique,1745036551
TXN1046,C01061,1993/08/11,?,depot,mobile,XAU,TN5983800836712175,en_attente,Transaction 46 — produit islamique,1680851621
TXN1119,C01125,1987-09-09,"355855.07,",RETRAIT,N/A,DT,NIL,0,Transaction 119 — produit islamique, 
TXN1004,C1044,15/08/05,$171229.28,depot,internet,Tnd,NA,refusé,Transaction 4 — produit islamique,1705031997
TXN1224,C1092,nan,  475159.11  ,virement,internet,Tnd,NA,refusé,Transaction 224 — produit islamique,missing
TXN1064,C1144,18/12/93,$498632.74,murabaha_paiement,N/A,Tnd,NULL,0,Transaction 64 — produit islamique,1628330061
1137,c1059,2011,10062.00€,credit,swift,?,,REFUSED,Transaction 137 — produit islamique,
TXN1144,1017,21/09/2000,393531.30,depot,ATM,Tnd,ND,VALIDÉ,Transaction 144 — produit islamique,1775652271000
TXN1052,C1088,30/05/87,$218600.42,TRANSFER,,EUR,,1,Transaction 52 — produit islamique,1755590186
TXN1095,C1160,1998-09-15,"349750.74,",credit,GUICHET,DINAR,TN59 6905 43606680 20,pending,NIL,not available
txn1011, C1146 ,1995-06-02,"369369.39,",credit,agence,USD,TN5922591850793295,validé,Transaction 11 — produit islamique,NONE
1273,C1143,  1988-03-31  ,-147196.49,RETRAIT,N/A,tnd,IBAN_INVALIDE,0,Transaction 273 — produit islamique,1638211835000
1025, C1034 ,05/10/2019,"489,168.81",credit,MOBILE,DINAR,TN59 8734 14259382 46,En_Attente,NIL,1675477592
TXN01077,C1152,2002,196332.75€,RETRAIT,agence,?,,validé,Transaction 77 — produit islamique,na
1009,c1059,  1987-05-11  ,206709.35,ijara_loyer,N/A,DT,not available,0,Transaction 9 — produit islamique,1649186221000
TXN1164,C1124,missing,  433607.77  ,TRANSFER,app,Tnd,nr,,Transaction 164 — produit islamique, 
TXN1096,1033,19/08/2011,259770.18,débit,,XAU,TN5977105485669675,1,Transaction 96 — produit islamique,1773503233000
txn1251,C1038,1993-05-21,"181175.25,",UNKNOWN,N/A,USD,TN5949520757803199,0,Transaction 251 — produit islamique,?
 TXN1202 ,C1164,2001/12/26,null,retrait,internet,EUR,,refusé,Transaction 202 — produit islamique,1652758913
txn1139,1169,2002-09,50605,UNKNOWN,GUICHET,DT,ND,pending,Transaction 139 — produit islamique,1689398040
TXN1231,1001,20131010,TND 309212.84,RETRAIT,agence,USD,TN5926650185035351,validé,Transaction 231 — produit islamique,1618798225000
TXN1287,C1176,1992-04-30,"107812.12,",RETRAIT,ATM,?,,VALIDÉ,Transaction 287 — produit islamique,UNKNOWN
1233,C1136,1994,373402.28€,ijara_loyer,mobile,tnd,IBAN_INVALIDE,en_attente,Transaction 233 — produit islamique,--
TXN1216, C1138 ,14/06/1986,407031.71,retrait,GUICHET,XAU,TN5938708829025545,pending,Transaction 216 — produit islamique,1625166329000
TXN1056,C1092,N/A,  51205.48  ,virement,ATM,XAU,TN5953387514640249,VALIDÉ,Transaction 56 — produit islamique,NONE
TXN1148,1025,08/11/99,$487201.77,murabaha_paiement,swift,dinars,IBAN_INVALIDE,REFUSED,Transaction 148 — produit islamique,1627252756
TXN01069, C1130 ,  2018-07-03  ,279040.91,UNKNOWN,MOBILE,DT,NaN,En_Attente,Transaction 69 — produit islamique,1621582602000
